"","Item.Code","X.x","Conversion.Ratio","X.y","Date","Month.Year","Warehouse.Code","Customer.Code","Order.Number","Order.Line.Number","Units","Euros","TotalValue"
"880","82902912-12",6383,0.07712,2088147,"25/8/2021","Aug-21",3403434,"5293132-32",21078778,33,24,27.55,661.2
"881","82902912-12",6383,0.07712,1581153,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,118,300,344.34,103302
"882","82902912-12",6383,0.07712,444480,"24/2/2021","Feb-21",3403434,"5003476-76",21010352,1,60,77.17,4630.2
"883","82902912-12",6383,0.07712,735541,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,51,24,30.61,734.64
"884","82902912-12",6383,0.07712,1581283,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,129,60,68.87,4132.2
"885","82902912-12",6383,0.07712,1165089,"25/5/2021","May-21",3403434,"9066250-50",21022057,22,864,1431.39,1236720.96
"886","82902912-12",6383,0.07712,464491,"26/2/2021","Feb-21",3403434,"5003269-69",21010698,47,12,15.43,185.16
"887","82902912-12",6383,0.07712,2523350,"12/10/2021","Oct-21",3403434,"5003476-76",21086059,45,24,30.61,734.64
"888","82902912-12",6383,0.07712,547400,"9/3/2021","Mar-21",3403434,"5003474-74",21012886,46,48,61.21,2938.08
"889","82902912-12",6383,0.07712,1232406,"1/6/2021","May-21",3403434,"9066250-50",21022259,2,1440,2385.65,3435336
"890","82902912-12",6383,0.07712,962982,"29/4/2021","Apr-21",3403434,"5003269-69",21028868,33,12,15.3,183.6
"891","82902912-12",6383,0.07712,812404,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,72,12,15.3,183.6
"892","82902912-12",6383,0.07712,1165090,"25/5/2021","May-21",3403434,"9066250-50",21022057,23,144,238.56,34352.64
"893","82902912-12",6383,0.07712,2259791,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,91,24,29.08,697.92
"894","82902912-12",6383,0.07712,2336170,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,19,120,198.8,23856
"895","82902912-12",6383,0.07712,2386901,"27/9/2021","Sep-21",3403434,"5003451-51",21083706,36,12,15.3,183.6
"896","82902912-12",6383,0.07712,1552376,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,106,12,13.77,165.24
"897","82902912-12",6383,0.07712,2534296,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,68,36,45.91,1652.76
"898","82902912-12",6383,0.07712,965588,"29/4/2021","Apr-21",3403434,"5003474-74",21028855,22,84,107.13,8998.92
"899","82902912-12",6383,0.07712,2221180,"8/9/2021","Sep-21",3403434,"5029913-13",21080882,14,720,1192.82,858830.4
"900","82902912-12",6383,0.07712,1349419,"11/6/2021","Jun-21",3403434,"5003476-76",21037588,17,12,15.3,183.6
"901","8290302-02",6365,0.14,547402,"9/3/2021","Mar-21",3403434,"5003474-74",21012886,48,48,0,0
"902","8290302-02",6365,0.14,895929,"21/4/2021","Apr-21",3403434,"5003476-76",21026063,16,18,32.86,591.48
"903","8290302-02",6365,0.14,444484,"24/2/2021","Feb-21",3403434,"5003476-76",21010352,5,24,39.58,949.92
"904","8290801-01",13498,0.14,1850456,"30/7/2021","Jul-21",3403434,"115-15",21000867,14,10,0,0
"905","8297356-56",10025,0.097,1219511,"31/5/2021","May-21",3403434,"5293132-32",21035554,43,12,21.09,253.08
"906","8297356-56",10025,0.097,643621,"19/3/2021","Mar-21",3403434,"5003451-51",21016766,24,12,21.09,253.08
"907","8297356-56",10025,0.097,1220066,"31/5/2021","May-21",3403434,"5003451-51",21035518,46,12,21.09,253.08
"908","8297356-56",10025,0.097,812406,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,74,12,21.09,253.08
"909","8297356-56",10025,0.097,208646,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,87,12,21.24,254.88
"910","8297711-11",6062,0.137,2336184,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,35,36,65.11,2343.96
"911","8297711-11",6062,0.137,2398422,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,36,36,65.11,2343.96
"912","8297711-11",6062,0.137,2458314,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,37,48,86.81,4166.88
"913","8297711-11",6062,0.137,1165135,"25/5/2021","May-21",3403434,"9066250-50",21022057,69,336,607.66,204173.76
"914","8297732-32",12560,0.1255,1177333,"26/5/2021","May-21",3403434,"5029913-13",21034813,6,768,1388.93,1066698.24
"915","8297732-32",12560,0.1255,801516,"9/4/2021","Apr-21",3403434,"5029913-13",21023570,22,768,1388.93,1066698.24
"916","8297732-32",12560,0.1255,1610051,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,40,2304,4166.78,9600261.12
"917","8297732-32",12560,0.1255,546736,"9/3/2021","Mar-21",3403434,"5029913-13",21012651,22,768,1388.93,1066698.24
"918","8297732-32",12560,0.1255,259869,"3/2/2021","Jan-21",3403434,"5029913-13",21005182,14,768,1354.98,1040624.64
"919","8297732-32",12560,0.1255,1014133,"6/5/2021","Apr-21",3403434,"5029913-13",21030373,18,768,1388.93,1066698.24
"920","8297732-32",12560,0.1255,62092,"13/1/2021","Jan-21",3403434,"5029913-13",21000584,21,768,1354.98,1040624.64
"921","8297732-32",12560,0.1255,2422059,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,84,24,33.41,801.84
"922","8297732-32",12560,0.1255,2598428,"20/10/2021","Oct-21",3403434,"5029913-13",21088284,8,768,1388.93,1066698.24
"923","8297732-32",12560,0.1255,1893778,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,34,768,1388.93,1066698.24
"924","8299892-92",6367,1.872,993715,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,6,2,35.37,70.74
"925","830622-22",514,0.052,488797,"2/3/2021","Feb-21",3403434,"5003269-69",21011367,4,90,124.93,11243.7
"926","830622-22",514,0.052,310097,"9/2/2021","Feb-21",3403434,"5029913-13",21007198,1,900,1320.03,1188027
"927","830622-22",514,0.052,114363,"19/1/2021","Jan-21",3403434,"5002915-15",21002048,1,510,701.1,357561
"928","830622-22",514,0.052,2336104,"21/9/2021","Sep-21",3403434,"5029913-13",21082898,2,900,1368.09,1231281
"929","830622-22",514,0.052,1060146,"12/5/2021","May-21",3403434,"5029913-13",21031568,3,1800,2736.18,4925124
"930","830622-22",514,0.052,668886,"23/3/2021","Mar-21",3403434,"5029913-13",21017392,2,900,1368.09,1231281
"931","830622-22",514,0.052,942488,"27/4/2021","Apr-21",3403434,"5029913-13",21028018,2,900,1368.09,1231281
"932","830622-22",514,0.052,2136819,"31/8/2021","Aug-21",3403434,"5293132-32",21078842,2,45,62.46,2810.7
"933","830622-22",514,0.052,1025761,"7/5/2021","Apr-21",3403434,"5003451-51",21030990,4,90,124.93,11243.7
"934","830622-22",514,0.052,1547713,"1/7/2021","Jun-21",3403434,"5029913-13",21041545,1,1800,2736.18,4925124
"935","830622-22",514,0.052,823736,"13/4/2021","Apr-21",3403434,"5029913-13",21024570,3,1800,2736.18,4925124
"936","830622-22",514,0.052,431899,"23/2/2021","Feb-21",3403434,"5029913-13",21010124,2,900,1320.03,1188027
"937","830622-22",514,0.052,2586357,"19/10/2021","Oct-21",3403434,"5029913-13",21087871,2,900,1368.09,1231281
"938","830622-22",514,0.052,1386680,"15/6/2021","Jun-21",3403434,"5029913-13",21038108,2,900,1368.09,1231281
"939","830622-22",514,0.052,2447012,"4/10/2021","Oct-21",3403434,"5003476-76",21084209,2,75,104.11,7808.25
"940","830622-22",514,0.052,985174,"3/5/2021","Apr-21",3403434,"5003451-51",21029926,3,105,145.75,15303.75
"941","830622-22",514,0.052,488925,"2/3/2021","Feb-21",3403434,"5029913-13",21011222,3,900,1320.03,1188027
"942","830622-22",514,0.052,1592984,"6/7/2021","Jul-21",3403434,"5029913-13",21045794,3,900,1368.09,1231281
"943","830622-22",514,0.052,1667959,"13/7/2021","Jul-21",3403434,"5029913-13",21049500,2,900,1368.09,1231281
"944","830622-22",514,0.052,75169,"14/1/2021","Jan-21",3403434,"5003269-69",21000869,2,30,41.24,1237.2
"945","830622-22",514,0.052,907537,"22/4/2021","Apr-21",3403434,"5002915-15",21026829,1,210,291.5,61215
"946","830622-22",514,0.052,2149818,"1/9/2021","Aug-21",3403434,"5029913-13",21079105,2,1800,2736.18,4925124
"947","830622-22",514,0.052,183614,"26/1/2021","Jan-21",3403434,"5029913-13",21003871,3,1800,2640.06,4752108
"948","830622-22",514,0.052,1177327,"26/5/2021","May-21",3403434,"5029913-13",21034425,2,1800,2736.18,4925124
"949","830622-22",514,0.052,746788,"1/4/2021","Mar-21",3403434,"5029913-13",21020520,2,900,1368.09,1231281
"950","830622-22",514,0.052,2458258,"5/10/2021","Oct-21",3403434,"5029913-13",21084781,1,900,1368.09,1231281
"951","830622-22",514,0.052,1459211,"22/6/2021","Jun-21",3403434,"5029913-13",21039330,3,900,1368.09,1231281
"952","830622-22",514,0.052,2032263,"19/8/2021","Aug-21",3403434,"5029913-13",21074348,2,900,1368.09,1231281
"953","830622-22",514,0.052,374951,"16/2/2021","Feb-21",3403434,"5029913-13",21008836,3,900,1320.03,1188027
"954","830622-22",514,0.052,1347376,"11/6/2021","Jun-21",3403434,"5002915-15",21037546,1,405,562.18,227682.9
"955","830622-22",514,0.052,2398378,"28/9/2021","Sep-21",3403434,"5029913-13",21083888,2,900,1368.09,1231281
"956","830622-22",514,0.052,1815114,"27/7/2021","Jul-21",3403434,"5029913-13",21056631,2,900,1368.09,1231281
"957","830622-22",514,0.052,1879638,"3/8/2021","Aug-21",3403434,"5029913-13",21070918,3,900,1368.09,1231281
"958","830622-22",514,0.052,2297365,"16/9/2021","Sep-21",3403434,"5002915-15",21082333,2,150,208.22,31233
"959","8308581-81",8967,0.02219,2259705,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,2,20,12.11,242.2
"960","8308581-81",8967,0.02219,2533086,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,60,40,25.5,1020
"961","8308581-81",8967,0.02219,102373,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,2,50,32.03,1601.5
"962","8308581-81",8967,0.02219,114406,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,39,20,12.81,256.2
"963","8308581-81",8967,0.02219,1552276,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,4,10,6.38,63.8
"964","8308581-81",8967,0.02219,823478,"13/4/2021","Apr-21",3403434,"5003269-69",21024558,4,20,12.75,255
"965","8308581-81",8967,0.02219,643361,"19/3/2021","Mar-21",3403434,"5293132-32",21017093,1,10,6.38,63.8
"966","8308581-81",8967,0.02219,846646,"15/4/2021","Apr-21",3403434,"5003474-74",21024966,4,40,25.5,1020
"967","8308581-81",8967,0.02219,2421982,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,4,20,12.75,255
"968","8308581-81",8967,0.02219,724992,"30/3/2021","Mar-21",3403434,"5003476-76",21020800,26,40,25.5,1020
"969","8308581-81",8967,0.02219,1577880,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,4,140,89.26,12496.4
"970","8308581-81",8967,0.02219,1081977,"14/5/2021","May-21",3403434,"5003474-74",21032286,26,20,12.75,255
"971","8308581-81",8967,0.02219,1219501,"31/5/2021","May-21",3403434,"5293132-32",21035554,33,10,6.38,63.8
"972","8308581-81",8967,0.02219,1165044,"25/5/2021","May-21",3403434,"9066250-50",21021776,23,1500,1242.6,1863900
"973","8308581-81",8967,0.02219,1047407,"11/5/2021","May-21",3403434,"5002915-15",21031660,31,10,6.38,63.8
"974","8308581-81",8967,0.02219,1509021,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,4,10,6.38,63.8
"975","8308581-81",8967,0.02219,1581053,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,4,160,102.02,16323.2
"976","8308581-81",8967,0.02219,1581166,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,4,40,25.5,1020
"977","8308581-81",8967,0.02219,2088117,"25/8/2021","Aug-21",3403434,"5293132-32",21078778,1,10,6.38,63.8
"978","8308591-91",8968,0.02219,2421979,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,1,30,19.13,573.9
"979","8308591-91",8968,0.02219,962953,"29/4/2021","Apr-21",3403434,"5003269-69",21028868,1,10,6.38,63.8
"980","8308591-91",8968,0.02219,832574,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,28,30,19.13,573.9
"981","8308591-91",8968,0.02219,792878,"8/4/2021","Apr-21",3403434,"5397843-43",21023760,19,100,93.34,9334
"982","8308591-91",8968,0.02219,464448,"26/2/2021","Feb-21",3403434,"5003269-69",21010698,1,30,19.22,576.6
"983","8308591-91",8968,0.02219,285749,"5/2/2021","Jan-21",3403434,"5397843-43",21006170,1,400,373.36,149344
"984","8308591-91",8968,0.02219,1552273,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,1,10,6.38,63.8
"985","8308591-91",8968,0.02219,1581050,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,1,100,63.76,6376
"986","8308591-91",8968,0.02219,1524722,"29/6/2021","Jun-21",3403434,"5397843-43",21042466,1,400,373.36,149344
"987","8308591-91",8968,0.02219,1081978,"14/5/2021","May-21",3403434,"5003474-74",21032286,27,40,25.5,1020
"988","8308591-91",8968,0.02219,2375144,"24/9/2021","Sep-21",3403434,"5397843-43",21083761,12,200,186.68,37336
"989","8308591-91",8968,0.02219,114409,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,42,60,38.44,2306.4
"990","8308591-91",8968,0.02219,1299945,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,38,30,19.13,573.9
"991","8308591-91",8968,0.02219,2669975,"28/10/2021","Oct-21",3403434,"5397843-43",21089497,61,1000,933.4,933400
"992","8308591-91",8968,0.02219,895942,"21/4/2021","Apr-21",3403434,"5003476-76",21026063,30,80,51.01,4080.8
"993","8308591-91",8968,0.02219,618698,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,16,30,19.13,573.9
"994","8308591-91",8968,0.02219,14486,"7/1/2021","Jan-21",3403434,"5397843-43",20258239,2,500,452.45,226225
"995","8308591-91",8968,0.02219,1577877,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,1,80,51.01,4080.8
"996","8308591-91",8968,0.02219,1851895,"30/7/2021","Jul-21",3403434,"5397843-43",21055353,12,500,466.7,233350
"997","8308591-91",8968,0.02219,1509018,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,1,10,6.38,63.8
"998","8308591-91",8968,0.02219,823475,"13/4/2021","Apr-21",3403434,"5003269-69",21024558,1,10,6.38,63.8
"999","8308591-91",8968,0.02219,724931,"30/3/2021","Mar-21",3403434,"5003474-74",21020633,7,40,25.5,1020
"1000","8308591-91",8968,0.02219,856919,"16/4/2021","Apr-21",3403434,"5397843-43",21025285,10,500,434.05,217025
"1001","8308591-91",8968,0.02219,1552385,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,1,140,89.26,12496.4
"1002","8308591-91",8968,0.02219,1581163,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,1,40,25.5,1020
"1003","8308591-91",8968,0.02219,607607,"16/3/2021","Mar-21",3403434,"5003476-76",21015125,7,60,38.26,2295.6
"1004","8308591-91",8968,0.02219,1523919,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,1,20,12.75,255
"1005","8308591-91",8968,0.02219,1047409,"11/5/2021","May-21",3403434,"5002915-15",21031660,33,20,12.75,255
"1006","8308591-91",8968,0.02219,374232,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,23,40,25.62,1024.8
"1007","8308601-01",8970,0.02219,285753,"5/2/2021","Jan-21",3403434,"5397843-43",21006170,5,400,373.36,149344
"1008","8308601-01",8970,0.02219,1299946,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,39,30,19.13,573.9
"1009","8308601-01",8970,0.02219,618699,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,17,30,19.13,573.9
"1010","8308601-01",8970,0.02219,2669985,"28/10/2021","Oct-21",3403434,"5397843-43",21089497,71,1000,933.4,933400
"1011","8308601-01",8970,0.02219,374233,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,24,40,25.62,1024.8
"1012","8308601-01",8970,0.02219,823476,"13/4/2021","Apr-21",3403434,"5003269-69",21024558,2,10,6.38,63.8
"1013","8308601-01",8970,0.02219,962954,"29/4/2021","Apr-21",3403434,"5003269-69",21028868,2,10,6.38,63.8
"1014","8308601-01",8970,0.02219,2375136,"24/9/2021","Sep-21",3403434,"5397843-43",21083761,3,500,466.7,233350
"1015","8308601-01",8970,0.02219,1524728,"29/6/2021","Jun-21",3403434,"5397843-43",21042466,7,400,373.36,149344
"1016","8308601-01",8970,0.02219,1552274,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,2,10,6.38,63.8
"1017","8308601-01",8970,0.02219,2421980,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,2,30,19.13,573.9
"1018","8308601-01",8970,0.02219,832575,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,29,30,19.13,573.9
"1019","8308601-01",8970,0.02219,1577878,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,2,120,76.51,9181.2
"1020","8308601-01",8970,0.02219,14493,"7/1/2021","Jan-21",3403434,"5397843-43",20258239,9,200,180.98,36196
"1021","8308601-01",8970,0.02219,607606,"16/3/2021","Mar-21",3403434,"5003476-76",21015125,6,80,51.01,4080.8
"1022","8308601-01",8970,0.02219,1552386,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,2,210,133.9,28119
"1023","8308601-01",8970,0.02219,1581051,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,2,140,89.26,12496.4
"1024","8308601-01",8970,0.02219,102492,"18/1/2021","Jan-21",3403434,"5003476-76",21001330,57,80,51.25,4100
"1025","8308601-01",8970,0.02219,1349448,"11/6/2021","Jun-21",3403434,"5003476-76",21037588,47,80,51.01,4080.8
"1026","8308601-01",8970,0.02219,1509019,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,2,10,6.38,63.8
"1027","8308601-01",8970,0.02219,2458294,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,17,10,8.28,82.8
"1028","8308601-01",8970,0.02219,114410,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,43,60,38.44,2306.4
"1029","8308601-01",8970,0.02219,895953,"21/4/2021","Apr-21",3403434,"5003476-76",21026063,41,80,51.01,4080.8
"1030","8308601-01",8970,0.02219,792875,"8/4/2021","Apr-21",3403434,"5397843-43",21023760,16,300,280.02,84006
"1031","8308601-01",8970,0.02219,856927,"16/4/2021","Apr-21",3403434,"5397843-43",21025285,19,600,520.86,312516
"1032","8308601-01",8970,0.02219,1523920,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,2,20,12.75,255
"1033","8308601-01",8970,0.02219,2272598,"14/9/2021","Sep-21",3403434,"5397843-43",21080529,1,200,186.68,37336
"1034","8308601-01",8970,0.02219,115957,"19/1/2021","Jan-21",3403434,"5397843-43",21002928,14,400,373.36,149344
"1035","8308601-01",8970,0.02219,1581164,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,2,40,25.5,1020
"1036","8308601-01",8970,0.02219,464449,"26/2/2021","Feb-21",3403434,"5003269-69",21010698,2,30,19.22,576.6
"1037","8308601-01",8970,0.02219,2398405,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,17,20,16.57,331.4
"1038","8308601-01",8970,0.02219,1047410,"11/5/2021","May-21",3403434,"5002915-15",21031660,34,40,25.5,1020
"1039","8308611-11",8972,0.02219,2421981,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,3,20,12.75,255
"1040","8308611-11",8972,0.02219,1552275,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,3,10,6.38,63.8
"1041","8308611-11",8972,0.02219,1299943,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,36,10,6.38,63.8
"1042","8308611-11",8972,0.02219,832573,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,27,10,6.38,63.8
"1043","8308611-11",8972,0.02219,2259704,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,1,20,12.11,242.2
"1044","8308611-11",8972,0.02219,823477,"13/4/2021","Apr-21",3403434,"5003269-69",21024558,3,30,19.13,573.9
"1045","8308611-11",8972,0.02219,1581052,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,3,100,63.76,6376
"1046","8308611-11",8972,0.02219,2533087,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,61,40,25.5,1020
"1047","8308611-11",8972,0.02219,2336160,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,9,40,33.14,1325.6
"1048","8308611-11",8972,0.02219,102372,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,1,50,32.03,1601.5
"1049","8308611-11",8972,0.02219,1577879,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,3,100,63.76,6376
"1050","8308611-11",8972,0.02219,1081976,"14/5/2021","May-21",3403434,"5003474-74",21032286,25,20,12.75,255
"1051","8308611-11",8972,0.02219,1219500,"31/5/2021","May-21",3403434,"5293132-32",21035554,32,20,12.75,255
"1052","8308611-11",8972,0.02219,39889,"11/1/2021","Jan-21",3403434,"5293132-32",21000301,1,20,12.81,256.2
"1053","8308611-11",8972,0.02219,1552387,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,3,150,95.64,14346
"1054","8308611-11",8972,0.02219,1509020,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,3,10,6.38,63.8
"1055","8308611-11",8972,0.02219,570392,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,1,40,25.5,1020
"1056","8308611-11",8972,0.02219,1581165,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,3,40,25.5,1020
"1057","8308611-11",8972,0.02219,2458286,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,9,60,49.7,2982
"1058","8308611-11",8972,0.02219,114405,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,38,20,12.81,256.2
"1059","8308611-11",8972,0.02219,1165077,"25/5/2021","May-21",3403434,"9066250-50",21022057,11,1600,1325.44,2120704
"1060","8308611-11",8972,0.02219,444396,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,1,30,19.22,576.6
"1061","8308611-11",8972,0.02219,2398398,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,9,30,24.85,745.5
"1062","8308611-11",8972,0.02219,1047406,"11/5/2021","May-21",3403434,"5002915-15",21031660,30,10,6.38,63.8
"1063","8308621-21",8973,0.02219,285752,"5/2/2021","Jan-21",3403434,"5397843-43",21006170,4,400,373.36,149344
"1064","8308621-21",8973,0.02219,102491,"18/1/2021","Jan-21",3403434,"5003476-76",21001330,56,120,76.87,9224.4
